name,type1,type2,atk,satk,def,sdef,total_stat,phy_0,phy_1,phy_2,phy_3,phy_4,phy_5,phy_6,phy_7,phy_8,phy_9,phy_10,phy_11,phy_12,phy_13,phy_14,phy_15,phy_16,phy_17,sta_0,sta_1,sta_2,sta_3,sta_4,sta_5,sta_6,sta_7,sta_8,sta_9,sta_10,sta_11,sta_12,sta_13,sta_14,sta_15,sta_16,sta_17,spe_0,spe_1,spe_2,spe_3,spe_4,spe_5,spe_6,spe_7,spe_8,spe_9,spe_10,spe_11,spe_12,spe_13,spe_14,spe_15,spe_16,spe_17
shuckle,4,5,10,10,230,230,505,14,2,0,0,4,7,2,0,2,0,0,0,0,0,0,0,1,0,19,0,0,2,0,3,2,1,1,1,1,0,0,4,0,0,0,0,3,1,0,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0
heracross,0,5,125,40,75,95,500,23,11,1,0,4,5,7,1,1,0,0,2,0,0,0,0,8,0,15,3,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,5,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sneasel,13,15,95,35,55,75,430,23,10,1,1,1,0,2,1,2,0,0,1,0,1,6,0,12,0,20,1,0,1,0,0,0,3,0,1,1,0,0,4,2,0,7,0,5,0,0,0,1,0,0,1,0,0,3,0,0,1,3,0,2,0
teddiursa,-1,-1,80,50,50,50,330,21,11,1,1,3,4,1,2,1,1,0,2,1,0,2,0,6,1,22,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,4,2,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ursaring,-1,-1,130,75,75,75,500,22,11,1,1,5,5,1,2,1,1,0,2,1,0,2,0,6,1,21,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,4,2,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
slugma,8,-1,40,70,40,40,250,9,1,0,0,3,7,0,0,0,3,0,0,0,0,0,0,0,0,20,0,0,2,0,2,0,1,1,2,0,0,0,5,0,0,1,0,5,0,0,2,3,2,1,0,0,10,0,0,0,0,0,0,0,0
magcargo,4,8,50,90,120,80,430,12,1,0,0,4,7,0,0,1,4,0,0,0,0,0,0,0,0,20,0,0,2,0,3,0,1,1,2,0,0,0,5,0,0,1,0,5,0,0,2,4,2,1,0,0,11,0,1,0,0,0,0,0,0
swinub,3,13,50,30,40,30,250,13,3,0,0,7,4,0,0,0,0,0,1,0,0,5,0,1,0,14,1,0,1,1,2,0,1,0,0,1,0,0,4,4,0,0,1,4,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0
piloswine,3,13,100,60,80,60,450,17,3,1,0,7,4,0,0,0,0,0,1,0,0,5,0,2,0,14,1,0,1,1,2,0,1,0,0,1,0,0,4,4,0,0,1,5,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0
corsola,4,9,55,65,95,95,410,16,1,0,0,4,6,0,0,0,0,1,0,0,0,1,0,2,0,19,0,0,1,0,3,0,2,1,1,3,1,0,7,2,0,0,0,3,0,0,0,2,3,0,1,0,0,9,0,0,2,3,0,0,0
remoraid,9,-1,65,65,35,35,300,7,0,1,1,0,2,0,0,0,0,2,2,0,0,0,0,2,0,17,0,0,1,0,0,1,1,0,1,2,0,1,1,1,0,0,0,5,0,0,1,2,0,1,0,0,3,10,0,1,2,4,0,0,0
octillery,9,-1,105,105,75,75,480,10,1,1,1,0,2,1,0,0,0,3,2,0,0,0,0,3,0,15,0,0,1,0,0,1,1,0,1,2,0,1,1,0,0,0,0,6,0,0,2,2,0,1,0,1,3,9,1,1,2,4,0,0,0
delibird,1,13,55,65,45,45,330,17,6,9,1,1,1,0,0,1,0,0,2,0,0,7,0,5,0,15,1,3,1,1,0,0,2,0,0,1,0,0,2,4,0,1,0,7,0,2,0,1,0,1,0,0,0,2,0,0,1,6,0,0,0
mantine,1,9,40,80,70,140,485,12,1,5,1,2,3,0,0,1,0,4,2,0,0,0,0,1,0,13,0,3,1,1,1,1,2,0,0,3,0,0,3,2,0,0,0,5,0,3,0,1,0,1,0,0,0,9,0,0,2,3,1,0,0
skarmory,1,7,80,40,140,70,465,12,4,10,0,2,2,2,0,3,0,0,0,0,0,0,0,5,0,15,1,3,1,2,2,0,1,3,1,0,0,0,3,0,0,2,0,6,0,3,0,1,0,0,1,2,0,0,0,0,0,1,1,1,0
houndour,8,15,60,80,30,50,330,13,3,0,0,0,0,0,0,1,4,0,1,1,1,0,0,12,0,17,1,0,1,0,0,0,4,0,2,1,0,0,2,0,0,5,0,7,0,0,2,2,0,0,1,0,9,0,1,0,1,0,0,2,0
houndoom,8,15,90,110,50,80,500,14,3,0,0,0,0,0,0,1,4,0,1,1,1,0,0,11,0,18,1,0,1,0,0,0,3,0,2,1,0,0,2,0,0,5,0,8,0,0,2,2,0,0,1,0,9,0,1,0,1,0,0,2,0
kingdra,9,14,95,95,95,95,540,11,0,1,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,18,0,0,1,0,0,0,1,0,0,1,0,0,2,2,1,1,0,7,0,1,1,0,0,1,0,1,0,11,0,0,0,4,4,0,0
phanpy,3,-1,60,40,60,40,330,15,3,0,1,7,6,0,0,3,0,0,2,0,0,1,0,2,1,17,0,0,1,0,2,0,1,0,1,1,0,0,1,0,0,0,1,6,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
donphan,3,-1,120,60,120,60,500,19,4,1,2,7,5,0,0,5,1,0,2,1,0,2,0,5,1,18,0,0,1,0,3,0,1,1,1,1,0,0,1,0,0,0,1,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
porygon2,-1,-1,80,105,90,95,515,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,17,0,0,1,0,0,0,2,0,1,1,0,4,12,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,1,8,4,3,0,0,0
stantler,-1,-1,95,85,62,65,465,16,2,1,0,3,0,2,1,1,0,0,1,1,2,0,0,4,0,20,1,0,1,2,0,0,4,0,1,1,0,1,13,0,0,0,0,7,0,0,0,2,0,1,1,0,0,0,2,4,7,0,0,0,0
smeargle,-1,-1,20,20,35,45,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyrogue,0,-1,35,35,35,35,210,18,9,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,16,2,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hitmontop,0,-1,95,35,95,110,455,21,14,1,0,4,3,0,0,2,0,0,0,0,0,2,0,4,0,15,4,0,1,0,2,0,1,0,1,1,0,0,3,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
smoochum,12,13,30,85,15,65,305,12,4,0,0,0,0,0,1,0,0,0,0,0,2,2,0,3,0,25,0,0,1,0,0,0,2,0,0,1,0,0,13,2,0,2,2,5,0,0,0,1,0,1,1,0,0,1,1,0,5,5,0,0,1
elekid,11,-1,63,65,37,55,360,14,12,0,0,0,0,0,0,0,1,0,1,3,0,1,1,3,0,15,1,0,1,0,0,0,1,1,0,1,0,5,4,0,0,1,0,6,1,0,0,1,0,1,0,0,0,0,0,10,1,0,0,0,0
magby,8,-1,75,70,37,55,365,12,11,0,1,0,0,0,0,1,5,0,0,1,0,0,1,3,0,18,1,0,1,0,0,0,2,0,2,0,0,0,3,0,0,0,0,5,0,0,4,1,0,0,0,0,10,0,0,0,1,0,0,0,0
miltank,-1,-1,80,40,105,70,490,18,11,0,0,4,3,0,0,5,1,0,0,1,2,1,0,2,1,21,0,0,1,0,2,0,1,0,1,1,0,1,1,0,0,0,1,5,1,0,1,1,0,0,1,0,0,3,1,4,0,3,0,0,0
blissey,-1,-1,10,75,10,135,540,22,8,0,0,3,3,0,0,1,1,0,1,2,1,2,0,2,0,29,0,0,1,0,2,0,1,0,1,2,0,2,10,2,0,1,2,10,1,0,0,1,0,0,1,0,3,2,2,5,3,3,0,0,3
raikou,11,-1,85,115,75,100,580,15,1,0,0,2,0,0,0,2,0,0,1,4,0,0,0,3,0,16,1,0,1,0,1,0,1,0,1,1,0,5,5,0,0,1,0,7,1,0,0,1,0,1,1,0,0,1,0,11,1,0,0,1,0
entei,8,-1,115,90,85,75,580,15,2,0,0,3,1,0,0,2,5,0,1,0,0,0,0,2,0,16,1,0,1,0,1,0,1,0,2,1,0,0,4,0,0,1,0,7,0,0,0,2,0,0,1,0,9,0,1,0,1,0,0,1,0
suicune,9,-1,75,90,115,115,580,13,1,0,0,2,0,0,0,2,0,3,1,0,0,2,0,2,0,13,1,1,1,0,1,0,1,0,1,1,0,0,4,3,0,1,0,7,0,2,0,1,0,1,2,0,0,9,0,0,2,5,0,1,0
larvitar,3,4,64,45,50,50,300,15,4,0,0,5,6,0,0,2,0,0,0,0,0,0,1,5,0,15,1,0,1,0,3,0,2,1,1,1,0,0,1,0,1,2,0,6,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0
pupitar,3,4,84,65,70,70,410,14,4,1,0,6,6,0,0,2,0,0,0,0,0,0,1,5,0,15,1,0,1,0,3,0,2,1,1,1,0,0,1,0,1,2,0,6,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0
tyranitar,4,15,134,95,110,100,600,19,11,1,0,6,6,1,1,4,2,1,0,2,0,3,4,9,0,17,1,0,1,0,3,0,3,1,1,1,0,1,1,0,1,3,0,6,1,0,0,3,2,0,0,0,3,5,0,3,0,3,2,2,0
lugia,1,12,90,90,130,154,680,11,1,7,0,2,0,0,0,3,0,4,0,0,1,1,3,1,0,17,1,3,1,0,1,0,2,0,1,1,0,1,9,2,0,0,0,9,0,5,0,2,1,1,2,0,0,6,1,5,6,3,3,0,0
ho-oh,1,8,130,110,90,154,680,10,1,7,0,2,0,0,0,2,3,0,0,0,1,0,0,1,0,16,1,3,1,0,1,0,2,0,2,2,0,1,5,0,0,0,0,9,0,4,0,3,1,1,2,0,8,0,2,5,4,0,2,0,0
celebi,10,12,100,100,100,100,600,9,0,2,0,0,0,1,0,0,0,0,4,0,2,0,0,2,0,22,1,0,1,0,2,0,2,0,1,2,4,1,16,0,0,1,0,8,1,0,0,2,1,3,1,0,0,1,6,2,5,0,0,0,1
treecko,10,-1,45,65,35,55,310,19,11,2,0,1,2,1,0,1,0,0,5,1,0,0,2,6,0,18,2,0,1,1,0,0,0,0,1,0,5,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0
grovyle,10,-1,65,85,45,65,405,19,12,2,0,1,2,2,0,1,0,0,7,1,0,0,2,6,0,18,2,0,1,0,0,0,0,0,1,0,4,0,2,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0
sceptile,10,-1,85,105,65,85,530,21,12,2,1,3,2,2,0,1,0,0,7,1,0,0,6,8,0,21,2,0,1,0,0,0,0,0,1,0,4,0,2,0,2,1,0,6,2,0,0,1,0,0,0,0,0,0,10,0,0,0,2,0,0
torchic,8,-1,60,70,40,50,310,20,5,3,0,1,2,0,1,0,3,0,0,0,0,0,0,2,0,16,1,3,1,1,0,0,1,0,2,0,0,0,2,0,0,1,0,7,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0
combusken,0,8,85,85,60,60,405,19,14,3,1,1,2,1,1,0,5,0,0,1,0,0,1,4,0,16,3,3,1,1,0,0,1,0,2,0,0,0,2,0,0,1,0,7,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0
blaziken,0,8,120,110,70,70,530,21,17,5,1,3,3,2,1,0,6,0,0,1,0,0,1,5,0,18,3,3,1,1,0,0,1,0,2,0,0,0,3,0,0,1,0,8,3,0,0,2,0,0,0,0,9,0,1,0,0,0,0,0,0
mudkip,9,-1,70,50,50,50,310,14,4,0,0,1,4,0,0,1,0,4,0,0,0,2,0,1,0,19,0,0,1,1,1,0,1,0,0,1,0,0,3,1,0,0,0,6,0,0,2,4,1,0,0,0,0,9,0,0,1,3,0,0,0
marshtomp,3,9,85,60,70,70,405,16,9,0,0,4,4,0,0,1,0,4,0,0,0,2,0,2,0,19,0,0,1,1,2,0,1,0,0,1,0,0,2,1,0,0,0,6,0,0,2,4,1,0,0,0,0,9,0,0,1,3,0,0,0
swampert,3,9,110,85,90,90,535,18,11,0,1,6,6,0,0,2,0,5,0,0,0,2,1,4,0,20,1,0,1,1,2,0,1,0,0,1,0,0,2,1,0,0,0,8,1,0,2,4,1,0,0,0,0,10,0,0,1,3,0,0,0
poochyena,15,-1,55,30,35,30,220,14,2,0,1,1,0,0,1,1,1,0,1,1,1,1,0,8,1,19,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,5,1,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0
mightyena,15,-1,90,60,70,60,420,16,2,0,1,1,0,0,1,1,1,0,1,1,1,1,0,9,1,19,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,5,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0
zigzagoon,-1,-1,30,30,41,41,240,19,1,0,1,1,1,2,0,1,0,0,1,0,0,0,0,3,0,20,0,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,2,6,0,0,0,2,0,0,1,0,0,3,1,4,0,3,0,0,0
linoone,-1,-1,70,50,61,61,420,21,1,0,1,2,1,2,1,1,0,0,1,0,0,0,0,3,1,19,0,0,1,3,0,0,0,0,1,1,0,1,2,0,0,2,2,7,0,0,0,2,0,0,1,0,0,3,1,4,0,3,0,0,0
wurmple,5,-1,45,20,35,30,195,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
silcoon,5,-1,35,25,55,25,205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
beautifly,1,5,70,100,50,50,395,9,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,16,0,3,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,5,0,2,1,0,0,5,2,0,0,0,5,1,1,0,1,0,0
cascoon,5,-1,35,25,55,25,205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dustox,2,5,50,50,70,90,385,8,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,14,0,3,2,0,0,2,0,0,1,0,0,0,2,0,0,0,1,5,0,2,2,0,0,5,2,0,0,0,3,1,3,0,1,0,0
lotad,9,10,30,40,30,50,220,10,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,17,0,0,1,0,0,0,0,0,1,1,3,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,9,7,0,0,3,0,0,1
lombre,9,10,50,60,50,70,340,15,6,0,0,0,0,0,1,0,1,2,5,1,1,1,0,3,0,19,0,0,1,0,0,0,0,0,1,2,3,0,1,2,0,1,0,8,0,0,0,2,0,0,0,0,0,10,7,0,0,3,0,0,1
ludicolo,9,10,70,90,70,100,480,17,8,0,0,0,0,0,1,0,1,2,5,1,1,2,0,3,0,19,0,0,1,0,0,0,0,0,1,1,2,0,2,2,0,1,0,10,1,0,0,2,0,0,0,0,0,9,8,0,0,3,0,0,1
seedot,10,-1,40,30,50,30,220,17,1,0,0,1,1,0,1,0,0,0,4,0,0,0,0,5,0,16,0,1,1,0,0,0,2,0,1,1,4,0,3,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0
nuzleaf,10,15,70,60,40,40,340,21,5,0,0,1,3,1,1,0,0,0,7,0,0,0,0,11,0,18,0,1,1,0,0,0,2,0,1,1,4,0,3,0,0,3,0,9,0,1,0,1,0,0,1,0,0,1,8,0,1,0,0,2,0
shiftry,10,15,100,90,60,60,480,22,8,2,0,1,3,2,1,0,0,0,8,0,0,0,0,13,0,20,0,2,2,0,0,0,3,0,2,1,4,0,4,0,0,4,0,8,2,3,0,1,0,1,3,0,1,1,9,0,1,1,1,2,0
taillow,-1,1,55,30,30,30,270,9,2,7,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,16,1,4,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,6,0,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
swellow,-1,1,85,75,60,50,455,9,2,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,14,1,3,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,6,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
wingull,1,9,30,55,30,30,270,8,0,8,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,13,0,4,1,0,1,0,0,0,0,4,0,0,2,3,0,0,0,7,0,4,0,1,0,0,1,0,0,9,0,1,0,3,1,0,0
pelipper,1,9,50,95,100,70,440,10,0,9,1,0,0,1,0,1,0,2,1,0,0,0,0,4,0,15,0,4,1,0,0,0,0,0,0,3,0,0,2,3,0,0,0,10,0,3,0,1,0,0,1,0,0,9,0,1,0,3,1,0,0
ralts,12,16,25,45,25,35,198,10,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,3,0,23,0,0,1,0,0,0,4,0,2,2,0,1,17,0,0,4,2,7,0,0,0,1,0,1,1,0,1,0,2,3,9,1,0,0,4
kirlia,12,16,35,65,35,55,278,10,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,3,0,21,0,0,1,0,0,0,2,0,2,2,0,1,17,0,0,3,2,8,0,0,0,1,0,1,1,0,0,0,2,3,8,1,0,0,4
gardevoir,12,16,65,125,65,115,518,11,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,3,0,23,0,0,1,0,0,0,2,0,2,2,0,1,21,0,0,3,2,8,3,0,0,1,0,1,2,0,1,0,3,3,9,1,0,0,6
surskit,5,9,30,50,32,52,269,8,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,1,0,17,0,0,1,0,0,2,0,0,1,3,0,0,3,2,0,0,0,5,0,0,0,2,0,4,1,0,0,8,2,0,1,3,0,0,0
masquerain,1,5,60,100,62,82,454,9,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,2,0,18,0,3,1,0,0,3,1,0,1,3,1,0,2,2,0,0,0,7,0,4,0,2,0,5,2,0,0,8,3,0,1,3,1,0,0
shroomish,10,-1,40,40,60,60,295,11,3,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,15,0,0,2,0,0,0,0,0,1,1,6,0,1,0,0,2,1,5,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
breloom,0,10,130,60,80,60,460,18,16,1,2,2,3,2,0,1,0,0,2,1,1,0,0,1,0,18,1,0,2,0,0,0,0,0,1,1,6,0,1,0,0,2,1,6,2,0,2,2,0,0,0,0,0,0,8,0,0,0,0,0,0
slakoth,-1,-1,60,35,60,35,280,21,8,1,2,0,2,2,1,1,1,0,1,1,1,1,0,7,1,18,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,4,0,0,0,2,0,0,1,0,3,2,1,3,0,3,0,0,0
vigoroth,-1,-1,80,55,80,55,440,23,11,1,2,4,2,2,1,1,1,0,2,1,1,1,1,6,1,20,1,0,1,0,0,0,1,0,1,1,0,1,2,0,0,2,0,6,1,0,0,2,0,0,1,0,3,2,1,3,0,3,0,0,0
slaking,-1,-1,160,95,100,65,670,24,13,1,2,5,3,3,1,3,1,0,2,2,1,1,1,8,1,21,1,0,1,0,0,0,1,0,1,1,0,1,2,0,0,3,0,7,1,0,0,2,0,0,1,0,3,2,1,3,0,3,0,0,0
nincada,3,5,45,30,90,30,266,12,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0,2,0,11,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,3,1,1,0,1,0,3,1,0,0,0,3,0,0,0,0,0,0
ninjask,1,5,90,50,45,50,456,12,0,3,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,17,0,2,1,1,1,1,1,0,1,0,0,0,2,0,0,1,0,6,0,2,0,1,0,3,2,0,0,0,3,0,0,0,0,0,0
shedinja,5,6,90,30,45,30,236,11,0,1,0,1,0,5,4,1,0,0,0,0,0,0,0,2,0,11,0,0,1,1,1,1,4,0,2,0,0,0,6,0,0,1,0,4,0,0,0,1,0,2,2,0,0,0,3,0,1,0,0,0,0
whismur,-1,-1,51,51,23,23,240,16,5,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,19,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,6,0,0,0,1,0,0,1,0,3,1,1,1,2,3,0,0,1
loudred,-1,-1,71,71,43,43,360,15,7,0,0,3,4,0,1,0,1,0,0,1,1,1,0,2,0,17,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,3,0,6,0,0,0,1,0,0,1,0,4,1,1,1,1,3,0,0,0
exploud,-1,-1,91,91,63,73,490,17,7,0,0,3,4,0,1,0,2,0,0,2,1,3,1,3,0,17,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,3,0,9,1,0,0,1,0,0,1,0,4,4,1,1,1,3,0,0,0
makuhita,0,-1,60,20,30,30,237,19,21,0,1,4,4,0,0,2,1,0,0,1,1,1,0,4,0,17,3,0,1,1,1,0,0,0,1,1,0,0,2,0,0,1,0,5,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
hariyama,0,-1,120,40,60,60,474,18,19,0,1,5,4,0,0,2,1,0,0,1,1,1,0,6,0,17,3,0,1,1,0,0,1,0,1,1,0,0,2,0,0,1,0,6,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0
azurill,-1,16,20,20,40,40,190,12,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,24,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,1,1,7,0,0,0,2,0,0,0,0,0,8,0,0,0,3,0,0,2
nosepass,4,-1,45,45,135,90,375,13,3,0,0,6,8,0,0,1,1,0,0,2,0,1,0,0,0,16,0,0,1,0,4,0,1,1,1,0,0,2,3,0,0,2,0,4,0,0,0,2,3,0,0,2,0,0,0,6,0,0,0,0,1
skitty,-1,-1,45,35,45,35,260,15,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,3,1,27,0,0,1,0,0,0,0,0,1,1,0,1,3,0,0,2,2,7,0,0,0,2,0,0,1,0,0,1,2,4,1,3,0,0,1
delcatty,-1,-1,65,55,65,55,400,17,1,0,0,2,1,0,0,1,0,0,0,1,1,0,0,2,1,22,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,1,2,8,0,0,0,1,0,0,1,0,0,1,2,4,1,3,0,0,1
sableye,6,15,75,65,75,65,380,18,10,1,1,1,1,3,5,3,1,0,0,1,1,1,0,10,0,21,2,0,1,0,0,0,3,0,2,1,0,1,13,0,0,8,1,5,0,0,0,2,1,1,4,0,1,1,2,1,3,1,0,2,1
mawile,7,16,85,55,85,55,380,17,7,0,1,0,3,0,1,2,1,0,0,2,1,2,0,11,1,21,0,0,1,0,2,0,0,1,1,1,0,1,2,0,0,5,1,5,1,0,1,1,1,0,1,2,3,0,2,1,0,2,0,1,2
aron,4,7,70,40,100,40,330,15,4,1,0,3,4,1,1,6,0,0,0,0,0,0,1,0,0,14,0,0,1,0,3,0,2,3,1,1,0,1,1,0,0,1,0,4,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0
lairon,4,7,90,50,140,50,430,13,4,1,0,5,5,1,1,6,0,0,0,0,0,0,0,0,0,14,0,0,1,0,3,0,1,3,1,1,0,1,1,0,0,1,0,4,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0
aggron,4,7,110,60,180,60,530,17,11,1,0,6,6,1,1,7,1,1,0,1,0,2,3,4,0,16,0,0,1,0,3,0,1,3,1,1,0,2,1,0,0,2,0,5,1,0,0,2,2,0,0,2,3,4,1,3,0,3,1,1,0
meditite,0,12,40,40,55,55,280,17,15,1,1,0,2,0,0,1,1,0,1,1,2,1,0,2,0,22,3,0,1,0,0,0,0,0,1,1,0,0,17,0,0,1,0,5,2,0,0,1,0,1,2,0,0,0,1,0,7,0,0,0,0
medicham,0,12,60,60,75,75,410,17,16,1,1,0,2,0,0,0,1,0,1,1,1,1,0,2,0,22,2,0,1,0,0,0,0,0,1,1,0,0,15,0,0,1,0,6,3,0,0,1,0,1,2,0,0,0,2,0,7,0,0,0,0
electrike,11,-1,45,65,40,40,295,11,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,3,0,15,0,0,1,0,0,0,1,0,0,1,0,4,3,0,0,1,0,5,0,0,0,1,0,1,0,0,2,0,0,8,0,0,0,1,0
manectric,11,-1,75,105,60,60,475,12,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,3,0,17,0,0,1,0,0,0,0,0,0,1,0,5,3,0,0,0,0,7,0,0,0,1,0,1,0,0,2,0,0,8,0,0,0,1,0
plusle,11,-1,50,85,40,75,405,15,3,0,0,0,1,0,0,1,0,0,1,4,0,0,0,1,1,25,0,0,1,0,0,0,0,0,0,1,0,5,4,0,0,3,2,7,0,0,0,1,0,1,0,0,0,0,1,8,0,0,0,0,1
minun,11,-1,40,75,50,85,405,15,3,0,0,0,1,0,0,1,0,0,1,4,0,0,0,1,1,24,0,0,1,0,0,0,0,0,0,1,0,4,3,0,0,3,2,8,0,0,0,1,0,1,0,0,0,0,1,8,0,0,0,0,1
volbeat,5,-1,73,47,75,85,430,14,6,2,0,0,0,5,0,0,0,0,1,1,1,1,0,2,1,17,0,3,1,0,0,2,1,0,1,1,0,1,3,0,0,1,1,5,0,2,0,1,0,5,2,0,0,2,2,4,0,0,0,0,1
illumise,5,-1,47,73,75,85,430,14,6,2,0,0,0,4,0,0,0,0,1,1,1,1,0,2,1,20,0,3,1,0,0,1,1,0,1,1,1,1,3,0,0,2,2,5,0,2,0,1,0,4,2,0,0,1,2,4,0,0,0,0,3
roselia,2,10,60,100,45,80,400,9,0,0,2,0,0,2,0,0,0,0,6,0,0,0,0,0,0,17,0,0,2,1,0,0,1,0,1,2,9,0,1,0,0,0,0,6,0,0,2,1,0,0,1,0,0,0,9,0,1,0,0,0,1
gulpin,2,-1,43,43,53,53,302,13,4,0,2,0,1,0,0,0,1,0,2,1,0,1,0,2,0,19,0,0,6,0,0,0,3,0,1,1,0,1,2,0,0,1,0,6,0,0,8,2,0,1,1,0,0,1,2,1,1,1,0,0,0
swalot,2,-1,73,73,83,83,467,14,6,0,2,2,1,0,0,0,1,0,2,1,1,1,0,3,0,20,0,0,5,0,0,0,2,0,1,1,0,1,2,0,0,1,0,7,0,0,6,2,0,1,1,0,0,1,2,1,1,1,0,0,0
carvanha,9,15,90,65,20,20,305,11,0,1,1,0,0,1,0,0,0,5,0,0,2,1,1,5,0,14,0,0,1,0,0,0,2,0,0,1,0,0,2,1,0,2,0,5,0,0,0,1,1,0,0,0,0,6,0,0,0,3,0,2,0
sharpedo,9,15,120,95,40,40,460,15,2,1,2,2,1,1,0,0,0,5,0,0,2,2,1,6,0,15,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,2,0,6,0,0,0,1,1,0,0,0,0,6,0,0,0,3,0,2,0
